,taxon_name_w_authors,v10_11_12_13_14_15_accepted_name_w_author,v16_taxon_name_w_authors,v16_chained_accepted_name_w_author,v16_chained_accepted_species,v16_direct_accepted_name_w_author,v16_direct_accepted_species,v16_chained_accepted_genus,v16_direct_accepted_genus
859550,Gnaphalium dealbatum var. luteofuscum (Webb) Lobin,Vellereophyton dealbatum (Thunb.) Hilliard & B.L.Burtt,Vellereophyton dealbatum (Thunb.) Hilliard & B.L.Burtt,Vellereophyton dealbatum (Thunb.) Hilliard & B.L.Burtt,Vellereophyton dealbatum,Pseudognaphalium luteoalbum (L.) Hilliard & B.L.Burtt,Pseudognaphalium luteoalbum,Vellereophyton,Pseudognaphalium
859551,Gnaphalium luteofuscum Webb,Vellereophyton dealbatum (Thunb.) Hilliard & B.L.Burtt,Vellereophyton dealbatum (Thunb.) Hilliard & B.L.Burtt,Vellereophyton dealbatum (Thunb.) Hilliard & B.L.Burtt,Vellereophyton dealbatum,Pseudognaphalium luteoalbum (L.) Hilliard & B.L.Burtt,Pseudognaphalium luteoalbum,Vellereophyton,Pseudognaphalium
859571,Gamochaeta subfalcata (Cabrera) Cabrera,Gamochaeta antillana (Urb.) Anderb.,Gamochaeta antillana (Urb.) Anderb.,Gamochaeta antillana (Urb.) Anderb.,Gamochaeta antillana,Gamochaeta subfalcata (Cabrera) Cabrera,Gamochaeta subfalcata,Gamochaeta,Gamochaeta
859572,Gnaphalium subfalcatum Cabrera,Gamochaeta antillana (Urb.) Anderb.,Gamochaeta antillana (Urb.) Anderb.,Gamochaeta antillana (Urb.) Anderb.,Gamochaeta antillana,Gamochaeta subfalcata (Cabrera) Cabrera,Gamochaeta subfalcata,Gamochaeta,Gamochaeta
859621,Gamochaeta americana var. linearifolia Wedd.,Gamochaeta sphacelata (Kunth) Cabrera,Gamochaeta sphacelata (Kunth) Cabrera,Gamochaeta sphacelata (Kunth) Cabrera,Gamochaeta sphacelata,Gamochaeta columbiana (Hieron.) G.L.Nesom,Gamochaeta columbiana,Gamochaeta,Gamochaeta
859676,Gnaphalium lanatum G.Forst.,Euchiton involucratus (G.Forst.) Holub,Euchiton involucratus (G.Forst.) Holub,Euchiton involucratus (G.Forst.) Holub,Euchiton involucratus,"Pseudognaphalium lanatum (G.Forst.) Smissen, Breitw. & de Lange",Pseudognaphalium lanatum,Euchiton,Pseudognaphalium
859850,Callilepis glabra DC.,Callilepis laureola DC.,Callilepis laureola DC.,Callilepis laureola DC.,Callilepis laureola,Callilepis glabra DC.,Callilepis glabra,Callilepis,Callilepis
860216,Munychia cymbalarioides DC.,Felicia dubia Cass.,Felicia dubia Cass.,Felicia dubia Cass.,Felicia dubia,Felicia cymbalarioides (DC.) Grau,Felicia cymbalarioides,Felicia,Felicia
860529,Erigeron pappocromus var. oblongatus Benth.,Pappochroma pappocromum (Labill.) G.L.Nesom,Pappochroma pappocromum (Labill.) G.L.Nesom,Pappochroma pappocromum (Labill.) G.L.Nesom,Pappochroma pappocromum,Pappochroma tasmanicum (Hook.f.) G.L.Nesom,Pappochroma tasmanicum,Pappochroma,Pappochroma
860533,Erigeron tasmanicus var. stellatus (Hook.f.) Hook.f.,Pappochroma tasmanicum (Hook.f.) G.L.Nesom,Pappochroma tasmanicum (Hook.f.) G.L.Nesom,Pappochroma tasmanicum (Hook.f.) G.L.Nesom,Pappochroma tasmanicum,Pappochroma stellatum (Hook.f.) G.L.Nesom,Pappochroma stellatum,Pappochroma,Pappochroma
860694,Brachyscome scapiformis var. montana Hook.f.,Brachyscome aculeata (Labill.) Cass. ex Less.,Brachyscome aculeata (Labill.) Cass. ex Less.,Brachyscome aculeata (Labill.) Cass. ex Less.,Brachyscome aculeata,Brachyscome spathulata Gaudich.,Brachyscome spathulata,Brachyscome,Brachyscome
860695,Brachyscome scapiformis var. puberula DC.,Brachyscome aculeata (Labill.) Cass. ex Less.,Brachyscome aculeata (Labill.) Cass. ex Less.,Brachyscome aculeata (Labill.) Cass. ex Less.,Brachyscome aculeata,Brachyscome spathulata Gaudich.,Brachyscome spathulata,Brachyscome,Brachyscome
860791,Bellis atlantica Boiss. & Reut.,Bellis sylvestris Cirillo,Bellis sylvestris Cirillo,Bellis sylvestris Cirillo,Bellis sylvestris,Bellis atlantica Boiss. & Reut.,Bellis atlantica,Bellis,Bellis
860991,Baccharis hemiprionodes H.Buek,Baccharis gnidiifolia Kunth,Baccharis gnidiifolia Kunth,Baccharis gnidiifolia Kunth,Baccharis gnidiifolia,Baccharis semiserrata DC.,Baccharis semiserrata,Baccharis,Baccharis
860997,Baccharis semiserrata var. glabrata DC.,Baccharis gnidiifolia Kunth,Baccharis gnidiifolia Kunth,Baccharis gnidiifolia Kunth,Baccharis gnidiifolia,Baccharis semiserrata DC.,Baccharis semiserrata,Baccharis,Baccharis
860998,Baccharis doniana Hook. & Arn.,Baccharis gnidiifolia Kunth,Baccharis gnidiifolia Kunth,Baccharis gnidiifolia Kunth,Baccharis gnidiifolia,Baccharis semiserrata DC.,Baccharis semiserrata,Baccharis,Baccharis
861097,Baccharis macroptera D.J.N.Hind,Baccharis sagittalis (Less.) DC.,Baccharis sagittalis (Less.) DC.,Baccharis sagittalis (Less.) DC.,Baccharis sagittalis,Baccharis heeringiana Malag.,Baccharis heeringiana,Baccharis,Baccharis
861192,Podocoma blanchetiana var. intermedia Hassl.,Podocoma blanchetiana Baker,Podocoma blanchetiana Baker,Podocoma blanchetiana Baker,Podocoma blanchetiana,Podocoma hieraciifolia (Poir.) Cass.,Podocoma hieraciifolia,Podocoma,Podocoma
861346,Aster magnus f. albiflorus Y.N.Lee & C.Kim,Aster maackii Regel,Aster maackii Regel,Aster maackii Regel,Aster maackii,Aster magnus Y.N.Lee & C.S.Kim,Aster magnus,Aster,Aster
861368,Aster praecox Mill.,Eurybia sibirica (L.) G.L.Nesom,Eurybia sibirica (L.) G.L.Nesom,Eurybia sibirica (L.) G.L.Nesom,Eurybia sibirica,Aster praecox Mill.,Aster praecox,Eurybia,Aster
861399,Leysera pilosella Thunb.,Afroaster hispidus (Thunb.) J.C.Manning & Goldblatt,Afroaster hispidus (Thunb.) J.C.Manning & Goldblatt,Afroaster hispidus (Thunb.) J.C.Manning & Goldblatt,Afroaster hispidus,Zyrphelis pilosella (Thunb.) Kuntze,Zyrphelis pilosella,Afroaster,Zyrphelis
861850,Solidago simulans Fernald,Solidago uliginosa Nutt.,Solidago uliginosa Nutt.,Solidago uliginosa Nutt.,Solidago uliginosa,Solidago simulans Fernald,Solidago simulans,Solidago,Solidago
862327,Pyrrocoma hirta var. lanulosa (Greene) Mayes ex G.K.Br. & D.J.Keil,Pyrrocoma hirta (A.Gray) Greene,Pyrrocoma hirta (A.Gray) Greene,Pyrrocoma hirta (A.Gray) Greene,Pyrrocoma hirta,Pyrrocoma lanulosa Greene,Pyrrocoma lanulosa,Pyrrocoma,Pyrrocoma
862333,Haplopappus hirtus var. lanulosus (Greene) M.Peck,Pyrrocoma hirta (A.Gray) Greene,Pyrrocoma hirta (A.Gray) Greene,Pyrrocoma hirta (A.Gray) Greene,Pyrrocoma hirta,Pyrrocoma lanulosa Greene,Pyrrocoma lanulosa,Pyrrocoma,Pyrrocoma
862334,Pyrrocoma lanulosa Greene,Pyrrocoma hirta (A.Gray) Greene,Pyrrocoma hirta (A.Gray) Greene,Pyrrocoma hirta (A.Gray) Greene,Pyrrocoma hirta,Pyrrocoma lanulosa Greene,Pyrrocoma lanulosa,Pyrrocoma,Pyrrocoma
862335,Pyrrocoma sonchifolia Greene,Pyrrocoma hirta (A.Gray) Greene,Pyrrocoma hirta (A.Gray) Greene,Pyrrocoma hirta (A.Gray) Greene,Pyrrocoma hirta,Pyrrocoma sonchifolia Greene,Pyrrocoma sonchifolia,Pyrrocoma,Pyrrocoma
862643,Symphyotrichum parviflorum (Nees) Greuter,Symphyotrichum expansum (Poepp. ex Spreng.) G.L.Nesom,Symphyotrichum expansum (Poepp. ex Spreng.) G.L.Nesom,Symphyotrichum expansum (Poepp. ex Spreng.) G.L.Nesom,Symphyotrichum expansum,Symphyotrichum tradescanti (L.) G.L.Nesom,Symphyotrichum tradescanti,Symphyotrichum,Symphyotrichum
862644,Symphyotrichum subulatum var. parviflorum (Nees) S.D.Sundb.,Symphyotrichum expansum (Poepp. ex Spreng.) G.L.Nesom,Symphyotrichum expansum (Poepp. ex Spreng.) G.L.Nesom,Symphyotrichum expansum (Poepp. ex Spreng.) G.L.Nesom,Symphyotrichum expansum,Symphyotrichum tradescanti (L.) G.L.Nesom,Symphyotrichum tradescanti,Symphyotrichum,Symphyotrichum
862645,Aster parviflorus Nees,Symphyotrichum expansum (Poepp. ex Spreng.) G.L.Nesom,Symphyotrichum expansum (Poepp. ex Spreng.) G.L.Nesom,Symphyotrichum expansum (Poepp. ex Spreng.) G.L.Nesom,Symphyotrichum expansum,Symphyotrichum tradescanti (L.) G.L.Nesom,Symphyotrichum tradescanti,Symphyotrichum,Symphyotrichum
862971,Erigeron uralensis Less.,Erigeron brachycephalus H.Lindb.,Erigeron brachycephalus H.Lindb.,Erigeron brachycephalus H.Lindb.,Erigeron brachycephalus,Erigeron uralensis Less.,Erigeron uralensis,Erigeron,Erigeron
863594,Aster dubius f. albus (Nakai) T.Shimizu,Erigeron thunbergii A.Gray,Erigeron thunbergii A.Gray,Erigeron thunbergii A.Gray,Erigeron thunbergii,Erigeron alpicola var. alpicola,Erigeron alpicola,Erigeron,Erigeron
863705,Eriocephalus decussatus Burch.,Eriocephalus ericoides subsp. ericoides,Eriocephalus ericoides subsp. ericoides,Eriocephalus ericoides subsp. ericoides,Eriocephalus ericoides,Eriocephalus decussatus Burch.,Eriocephalus decussatus,Eriocephalus,Eriocephalus
863710,Eriocephalus eenii S.Moore,Eriocephalus microphyllus var. pubescens (DC.) M.A.N.Müll.,Eriocephalus microphyllus var. pubescens (DC.) M.A.N.Müll.,Eriocephalus microphyllus var. pubescens (DC.) M.A.N.Müll.,Eriocephalus microphyllus,Eriocephalus luederitzianus O.Hoffm.,Eriocephalus luederitzianus,Eriocephalus,Eriocephalus
863711,Eriocephalus luederitzianus O.Hoffm.,Eriocephalus microphyllus var. pubescens (DC.) M.A.N.Müll.,Eriocephalus microphyllus var. pubescens (DC.) M.A.N.Müll.,Eriocephalus microphyllus var. pubescens (DC.) M.A.N.Müll.,Eriocephalus microphyllus,Eriocephalus luederitzianus O.Hoffm.,Eriocephalus luederitzianus,Eriocephalus,Eriocephalus
863712,Eriocephalus pedicellaris DC.,Eriocephalus punctulatus DC.,Eriocephalus punctulatus DC.,Eriocephalus punctulatus DC.,Eriocephalus punctulatus,Eriocephalus pedicellaris DC.,Eriocephalus pedicellaris,Eriocephalus,Eriocephalus
863904,Tanacetum gmelinii Sch.Bip.,Chrysanthemum zawadzkii subsp. zawadzkii,Chrysanthemum zawadzkii subsp. zawadzkii,Chrysanthemum zawadzkii subsp. zawadzkii,Chrysanthemum zawadzkii,Arctanthemum arcticum subsp. arcticum,Arctanthemum arcticum,Chrysanthemum,Arctanthemum
863954,Artemisia pseudopontica Schur,Artemisia austriaca Jacq.,Artemisia austriaca Jacq.,Artemisia austriaca Jacq.,Artemisia austriaca,Artemisia repens Pall. ex Willd.,Artemisia repens,Artemisia,Artemisia
863955,Absinthium frigidum var. gmelinianum Besser,Artemisia austriaca Jacq.,Artemisia austriaca Jacq.,Artemisia austriaca Jacq.,Artemisia austriaca,Artemisia repens Pall. ex Willd.,Artemisia repens,Artemisia,Artemisia
863957,Absinthium frigidum var. geblerianum Besser,Artemisia austriaca Jacq.,Artemisia austriaca Jacq.,Artemisia austriaca Jacq.,Artemisia austriaca,Artemisia repens Pall. ex Willd.,Artemisia repens,Artemisia,Artemisia
863958,Artemisia nivea Redowsk. ex Willd.,Artemisia austriaca Jacq.,Artemisia austriaca Jacq.,Artemisia austriaca Jacq.,Artemisia austriaca,Artemisia repens Pall. ex Willd.,Artemisia repens,Artemisia,Artemisia
863959,Absinthium frigidum var. biebersteinianum Besser,Artemisia austriaca Jacq.,Artemisia austriaca Jacq.,Artemisia austriaca Jacq.,Artemisia austriaca,Artemisia repens Pall. ex Willd.,Artemisia repens,Artemisia,Artemisia
863960,Artemisia orientalis Willd.,Artemisia austriaca Jacq.,Artemisia austriaca Jacq.,Artemisia austriaca Jacq.,Artemisia austriaca,Artemisia repens Pall. ex Willd.,Artemisia repens,Artemisia,Artemisia
863961,Absinthium frigidum var. stevenianum Besser,Artemisia austriaca Jacq.,Artemisia austriaca Jacq.,Artemisia austriaca Jacq.,Artemisia austriaca,Artemisia repens Pall. ex Willd.,Artemisia repens,Artemisia,Artemisia
863962,Artemisia repens Pall. ex Willd.,Artemisia austriaca Jacq.,Artemisia austriaca Jacq.,Artemisia austriaca Jacq.,Artemisia austriaca,Artemisia repens Pall. ex Willd.,Artemisia repens,Artemisia,Artemisia
864072,Artemisia macrobotrys Ledeb.,Artemisia laciniata subsp. laciniata,Artemisia laciniata subsp. laciniata,Artemisia laciniata subsp. laciniata,Artemisia laciniata,Artemisia tanacetifolia L.,Artemisia tanacetifolia,Artemisia,Artemisia
864167,Artemisia arctica subsp. ehrendorferi Korobkov,Artemisia norvegica subsp. saxatilis (Besser) H.M.Hall & Clem.,Artemisia norvegica subsp. saxatilis (Besser) H.M.Hall & Clem.,Artemisia norvegica subsp. saxatilis (Besser) H.M.Hall & Clem.,Artemisia norvegica,Artemisia ehrendorferi (Korobkov) Kuczerov & F.J.A.Daniëls ex Chepinoga,Artemisia ehrendorferi,Artemisia,Artemisia
864371,Artemisia vulgaris var. kamschatica Besser,Artemisia vulgaris subsp. vulgaris,Artemisia vulgaris subsp. vulgaris,Artemisia vulgaris subsp. vulgaris,Artemisia vulgaris,Artemisia argyi var. argyi,Artemisia argyi,Artemisia,Artemisia
864499,Artemisia mongolorum subsp. gobica Krasch.,Artemisia mongolorum Krasch.,Artemisia mongolorum Krasch.,Artemisia mongolorum Krasch.,Artemisia mongolorum,Artemisia gobica (Krasch.) Grubov,Artemisia gobica,Artemisia,Artemisia
864859,Pyrethrum tchihatchewii (Boiss.) Reut.,Tripleurospermum caucasicum (Willd.) Hayek,Tripleurospermum caucasicum (Willd.) Hayek,Tripleurospermum caucasicum (Willd.) Hayek,Tripleurospermum caucasicum,Tripleurospermum oreades (Boiss.) Rech.f.,Tripleurospermum oreades,Tripleurospermum,Tripleurospermum
864860,"Chrysanthemum tchihatchewii (Boiss.) Regel, Maxim., Batalin, C.Winkl., Ender & Höltzer",Tripleurospermum caucasicum (Willd.) Hayek,Tripleurospermum caucasicum (Willd.) Hayek,Tripleurospermum caucasicum (Willd.) Hayek,Tripleurospermum caucasicum,Tripleurospermum oreades (Boiss.) Rech.f.,Tripleurospermum oreades,Tripleurospermum,Tripleurospermum
864864,Chrysanthemum oreades (Boiss.) H.R.Wehrh.,Tripleurospermum caucasicum (Willd.) Hayek,Tripleurospermum caucasicum (Willd.) Hayek,Tripleurospermum caucasicum (Willd.) Hayek,Tripleurospermum caucasicum,Tripleurospermum oreades (Boiss.) Rech.f.,Tripleurospermum oreades,Tripleurospermum,Tripleurospermum
864865,Matricaria oreades Boiss.,Tripleurospermum caucasicum (Willd.) Hayek,Tripleurospermum caucasicum (Willd.) Hayek,Tripleurospermum caucasicum (Willd.) Hayek,Tripleurospermum caucasicum,Tripleurospermum oreades (Boiss.) Rech.f.,Tripleurospermum oreades,Tripleurospermum,Tripleurospermum
864868,Matricaria tchihatchewii (Boiss.) Voss,Tripleurospermum caucasicum (Willd.) Hayek,Tripleurospermum caucasicum (Willd.) Hayek,Tripleurospermum caucasicum (Willd.) Hayek,Tripleurospermum caucasicum,Tripleurospermum oreades (Boiss.) Rech.f.,Tripleurospermum oreades,Tripleurospermum,Tripleurospermum
864873,Tripleurospermum oreades (Boiss.) Rech.f.,Tripleurospermum caucasicum (Willd.) Hayek,Tripleurospermum caucasicum (Willd.) Hayek,Tripleurospermum caucasicum (Willd.) Hayek,Tripleurospermum caucasicum,Tripleurospermum oreades (Boiss.) Rech.f.,Tripleurospermum oreades,Tripleurospermum,Tripleurospermum
864874,Tripleurospermum oreades var. tchihatchewii (Boiss.) E.Hossain,Tripleurospermum caucasicum (Willd.) Hayek,Tripleurospermum caucasicum (Willd.) Hayek,Tripleurospermum caucasicum (Willd.) Hayek,Tripleurospermum caucasicum,Tripleurospermum oreades (Boiss.) Rech.f.,Tripleurospermum oreades,Tripleurospermum,Tripleurospermum
864877,Tripleurospermum tchihatchewii (Boiss.) Bornm.,Tripleurospermum caucasicum (Willd.) Hayek,Tripleurospermum caucasicum (Willd.) Hayek,Tripleurospermum caucasicum (Willd.) Hayek,Tripleurospermum caucasicum,Tripleurospermum oreades (Boiss.) Rech.f.,Tripleurospermum oreades,Tripleurospermum,Tripleurospermum
864878,Chamaemelum tchihatchewii Boiss.,Tripleurospermum caucasicum (Willd.) Hayek,Tripleurospermum caucasicum (Willd.) Hayek,Tripleurospermum caucasicum (Willd.) Hayek,Tripleurospermum caucasicum,Tripleurospermum oreades (Boiss.) Rech.f.,Tripleurospermum oreades,Tripleurospermum,Tripleurospermum
865181,Anthemis cossoniana Rchb.f.,Cota austriaca (Jacq.) Sch.Bip.,Cota austriaca (Jacq.) Sch.Bip.,Cota austriaca (Jacq.) Sch.Bip.,Cota austriaca,Cota triumfetti subsp. triumfetti,Cota triumfetti,Cota,Cota
865311,"Chrysanthemum canescens var. shahrudense (Rech.f., Aellen & Esfand.) Parsa",Tanacetum canescens DC.,Tanacetum canescens DC.,Tanacetum canescens DC.,Tanacetum canescens,Tanacetum polycephalum subsp. duderanum (Boiss.) Podlech,Tanacetum polycephalum,Tanacetum,Tanacetum
865313,"Chrysanthemum shahrudense Rech.f., Aellen & Esfand.",Tanacetum canescens DC.,Tanacetum canescens DC.,Tanacetum canescens DC.,Tanacetum canescens,Tanacetum polycephalum subsp. duderanum (Boiss.) Podlech,Tanacetum polycephalum,Tanacetum,Tanacetum
865631,Santolina tuberculosa Lam.,Santolina rosmarinifolia subsp. rosmarinifolia,Santolina rosmarinifolia subsp. rosmarinifolia,Santolina rosmarinifolia subsp. rosmarinifolia,Santolina rosmarinifolia,Santolina virens Mill.,Santolina virens,Santolina,Santolina
865820,Leucanthemum fontanesii Boiss. & Reut.,Plagius maghrebinus Vogt & Greuter,Plagius maghrebinus Vogt & Greuter,Plagius maghrebinus Vogt & Greuter,Plagius maghrebinus,Leucanthemum virgatum (Desf.) Clos,Leucanthemum virgatum,Plagius,Leucanthemum
866009,Pulicaria uliginosa Hoffmanns. & Link,Pulicaria arabica (L.) Cass.,Pulicaria arabica (L.) Cass.,Pulicaria arabica (L.) Cass.,Pulicaria arabica,Pulicaria paludosa Link,Pulicaria paludosa,Pulicaria,Pulicaria
866531,Pluchea subdecurrens var. parvifolia A.Gray,Pluchea salicifolia (Mill.) S.F.Blake,Pluchea salicifolia (Mill.) S.F.Blake,Pluchea salicifolia (Mill.) S.F.Blake,Pluchea salicifolia,Pluchea parvifolia (A.Gray) R.K.Godfrey,Pluchea parvifolia,Pluchea,Pluchea
866687,Gaillardia flava Rydb.,Gaillardia pinnatifida Torr.,Gaillardia pinnatifida Torr.,Gaillardia pinnatifida Torr.,Gaillardia pinnatifida,Gaillardia flava Rydb.,Gaillardia flava,Gaillardia,Gaillardia
867166,Coreopsis oniscicarpa Fernald,Coreopsis gladiata Walter,Coreopsis gladiata Walter,Coreopsis gladiata Walter,Coreopsis gladiata,Coreopsis linifolia Nutt.,Coreopsis linifolia,Coreopsis,Coreopsis
867214,Coreopsis falcata F.E.Boynton,Coreopsis gladiata Walter,Coreopsis gladiata Walter,Coreopsis gladiata Walter,Coreopsis gladiata,Coreopsis falcata F.E.Boynton,Coreopsis falcata,Coreopsis,Coreopsis
867215,Coreopsis floridana E.B.Sm.,Coreopsis gladiata Walter,Coreopsis gladiata Walter,Coreopsis gladiata Walter,Coreopsis gladiata,Coreopsis floridana E.B.Sm.,Coreopsis floridana,Coreopsis,Coreopsis
867217,Coreopsis linifolia Nutt.,Coreopsis gladiata Walter,Coreopsis gladiata Walter,Coreopsis gladiata Walter,Coreopsis gladiata,Coreopsis linifolia Nutt.,Coreopsis linifolia,Coreopsis,Coreopsis
867220,Coreopsis oniscicarpa var. simulans Fernald,Coreopsis gladiata Walter,Coreopsis gladiata Walter,Coreopsis gladiata Walter,Coreopsis gladiata,Coreopsis linifolia Nutt.,Coreopsis linifolia,Coreopsis,Coreopsis
867653,Calea oligocephala DC.,Calea cuneifolia DC.,Calea cuneifolia DC.,Calea cuneifolia DC.,Calea cuneifolia,Calea oligocephala DC.,Calea oligocephala,Calea,Calea
867722,Calea hispida f. subintegerrima Malme,Calea triantha (Vell.) Pruski,Calea triantha (Vell.) Pruski,Calea triantha (Vell.) Pruski,Calea triantha,Calea subintegerrima (Malme) V.R.Bueno & G.Heiden,Calea subintegerrima,Calea,Calea
867735,Calea clausseniana var. balansana Baker,Calea verticillata (Klatt) Pruski,Calea verticillata (Klatt) Pruski,Calea verticillata (Klatt) Pruski,Calea verticillata,Calea bakeriana Chodat,Calea bakeriana,Calea,Calea
868471,Helianthus giganteus var. ambiguus Torr. & A.Gray,Helianthus giganteus L.,Helianthus giganteus L.,Helianthus giganteus L.,Helianthus giganteus,Helianthus × ambiguus (Torr. & A.Gray) Britton,Helianthus × ambiguus,Helianthus,Helianthus
868720,Aspilia squarrosa var. serratifolia Chodat,Wedelia squarrosa (Baker) B.L.Turner,Wedelia squarrosa (Baker) B.L.Turner,Wedelia squarrosa (Baker) B.L.Turner,Wedelia squarrosa,Wedelia pallida Gardner,Wedelia pallida,Wedelia,Wedelia
869142,Viguiera immarginata (DC.) Herter,Aldama angustifolia (Hook. & Arn.) E.E.Schill. & Panero,Aldama angustifolia (Hook. & Arn.) E.E.Schill. & Panero,Aldama angustifolia (Hook. & Arn.) E.E.Schill. & Panero,Aldama angustifolia,Aldama anchusifolia var. immarginata (DC.) Magenta & Pirani,Aldama anchusifolia,Aldama,Aldama
870495,Laphamia palmeri A.Gray,Laphamia sanchezii Lichter-Marck,Laphamia sanchezii Lichter-Marck,Laphamia sanchezii Lichter-Marck,Laphamia sanchezii,Laphamia palmeri A.Gray,Laphamia palmeri,Laphamia,Laphamia
871864,Brickellia extranea McVaugh,Brickellia oreithales (B.L.Rob.) Shinners,Brickellia oreithales (B.L.Rob.) Shinners,Brickellia oreithales (B.L.Rob.) Shinners,Brickellia oreithales,Brickellia extranea McVaugh,Brickellia extranea,Brickellia,Brickellia
871905,Eupatorium saltuense Fernald,Eupatorium altissimum L.,Eupatorium altissimum L.,Eupatorium altissimum L.,Eupatorium altissimum,Eupatorium saltuense Fernald,Eupatorium saltuense,Eupatorium,Eupatorium
871975,Eupatorium ternifolium Elliott,Eutrochium dubium (Willd. ex Poir.) E.E.Lamont,Eutrochium dubium (Willd. ex Poir.) E.E.Lamont,Eutrochium dubium (Willd. ex Poir.) E.E.Lamont,Eutrochium dubium,Eutrochium purpureum var. purpureum,Eutrochium purpureum,Eutrochium,Eutrochium
872160,Eupatorium urticifolium var. nanum Hieron.,Praxelis clematidea (Hieron. ex Kuntze) R.M.King & H.Rob.,Praxelis clematidea (Hieron. ex Kuntze) R.M.King & H.Rob.,Praxelis clematidea (Hieron. ex Kuntze) R.M.King & H.Rob.,Praxelis clematidea,Praxelis ostenii (B.L.Rob.) R.M.King & H.Rob.,Praxelis ostenii,Praxelis,Praxelis
872532,Kuhnia eupatorioides var. ozarkana Shinners,Brickellia macranthra (Buckley) G.L.Nesom,Brickellia macranthra (Buckley) G.L.Nesom,Brickellia macranthra (Buckley) G.L.Nesom,Brickellia macranthra,Brickellia ozarkana (Shinners) G.L.Nesom,Brickellia ozarkana,Brickellia,Brickellia
872549,Barroetea brevipes B.L.Rob.,Brickellia laxiflora (Brandegee) B.L.Turner,Brickellia laxiflora (Brandegee) B.L.Turner,Brickellia laxiflora (Brandegee) B.L.Turner,Brickellia laxiflora,"Brickellia brevipes (B.L.Rob.) Morales-Gard., Villaseñor & S.Valencia",Brickellia brevipes,Brickellia,Brickellia
872827,Eupatorium decipiens Hook. & Arn.,Ophryosporus triangularis Meyen,Ophryosporus triangularis Meyen,Ophryosporus triangularis Meyen,Ophryosporus triangularis,Heterocondylus decipiens (Hook. & Arn.) R.M.King & H.Rob.,Heterocondylus decipiens,Ophryosporus,Heterocondylus
872905,Arctanthemum (Tzvelev) Tzvelev,Chrysanthemum L.,Chrysanthemum L.,Chrysanthemum L.,,Arctanthemum (Tzvelev) Tzvelev,,Chrysanthemum,Arctanthemum
872907,Hulteniella Tzvelev,Chrysanthemum L.,Chrysanthemum L.,Chrysanthemum L.,,Hulteniella Tzvelev,,Chrysanthemum,Hulteniella
873050,Trilisa (Cass.) Cass.,Carphephorus Cass.,Carphephorus Cass.,Carphephorus Cass.,,Trilisa (Cass.) Cass.,,Carphephorus,Trilisa
873175,Haplosticha Phil.,Senecio L.,Senecio L.,Senecio L.,,Haplosticha Phil.,,Senecio,Haplosticha
873183,Iocenes B.Nord.,Senecio L.,Senecio L.,Senecio L.,,Iocenes B.Nord.,,Senecio,Iocenes
873313,Shawia J.R.Forst. & G.Forst.,Olearia Moench,Olearia Moench,Olearia Moench,,Shawia J.R.Forst. & G.Forst.,,Olearia,Shawia
873331,Geothamnus G.L.Nesom,Aster L.,Aster L.,Aster L.,,Geothamnus G.L.Nesom,,Aster,Geothamnus
873333,Iteroloba G.L.Nesom,Aster L.,Aster L.,Aster L.,,Iteroloba G.L.Nesom,,Aster,Iteroloba
873335,Griersonia G.L.Nesom,Aster L.,Aster L.,Aster L.,,Griersonia G.L.Nesom,,Aster,Griersonia
873337,Tibetiodes G.L.Nesom,Aster L.,Aster L.,Aster L.,,Tibetiodes G.L.Nesom,,Aster,Tibetiodes
873338,Metamyriactis G.L.Nesom,Aster L.,Aster L.,Aster L.,,Metamyriactis G.L.Nesom,,Aster,Metamyriactis
873339,Sinosidus G.L.Nesom,Aster L.,Aster L.,Aster L.,,Homostylium Nees,,Aster,Homostylium
873344,Homostylium Nees,Aster L.,Aster L.,Aster L.,,Homostylium Nees,,Aster,Homostylium
873352,Wardaster J.Small,Aster L.,Aster L.,Aster L.,,Chlamydites J.R.Drumm.,,Aster,Chlamydites
873353,Chlamydites J.R.Drumm.,Aster L.,Aster L.,Aster L.,,Chlamydites J.R.Drumm.,,Aster,Chlamydites
873436,Frappieria Cordem.,Psiadia Jacq.,Psiadia Jacq.,Psiadia Jacq.,,Frappieria Cordem.,,Psiadia,Frappieria
873503,Vogtia Oberpr. & Sonboli,Tanacetum L.,Tanacetum L.,Tanacetum L.,,Vogtia Oberpr. & Sonboli,,Tanacetum,Vogtia
873534,Polychrysum (Tzvelev) Kovalevsk.,Lepidolopsis Poljakov,Lepidolopsis Poljakov,Lepidolopsis Poljakov,,Polychrysum (Tzvelev) Kovalevsk.,,Lepidolopsis,Polychrysum
873627,"Xylothamia G.L.Nesom, Y.B.Suh, D.R.Morgan & B.B.Simpson",Gundlachia A.Gray,Gundlachia A.Gray,Gundlachia A.Gray,,"Xylothamia G.L.Nesom, Y.B.Suh, D.R.Morgan & B.B.Simpson",,Gundlachia,Xylothamia
873635,Eucephalus Nutt.,Doellingeria Nees,Doellingeria Nees,Doellingeria Nees,,Eucephalus Nutt.,,Doellingeria,Eucephalus
873730,Laphangium (Hilliard & B.L.Burtt) Tzvelev,Helichrysum Mill.,Helichrysum Mill.,Helichrysum Mill.,,Pseudognaphalium Kirp.,,Helichrysum,Pseudognaphalium
873892,Berkheyopsis O.Hoffm.,Gorteria L.,Gorteria L.,Gorteria L.,,Berkheyopsis O.Hoffm.,,Gorteria,Berkheyopsis
